TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks,Revenue,Total_Cost,Profit
120992,2024-06-06,Mandi House,Kalkaji Mandir,1.13,59.18,118.56,21.0,Tourist Card,weekend,1242.78,2489.76,-1246.9800000000002
19142,2024-02-24,Chandni Chowk,Central Secretariat,3.12,81.44,90.06,31.0,Tourist Card,,2524.64,2791.86,-267.22000000000025
119190,2023-06-29,Rajiv Chowk,Kalkaji Mandir,1.5,169.19,111.49,23.0,Tourist Card,peak,3891.37,2564.27,1327.1
148181,2024-05-12,AIIMS,Chandni Chowk,2.56,148.91,7.89,20.0,Tourist Card,festival,2978.2,157.79999999999998,2820.3999999999996
128765,2022-04-19,Inderlok,Kirti Nagar,9.41,33.04,53.14,13.0,Smart Card,,429.52,690.82,-261.30000000000007
93112,2023-10-23, RAJOURI GARDEN  ,Kirti Nagar,5.41,51.54,23.18,14.0,Tourist Card,peak,721.56,324.52,397.03999999999996
116461,2024-06-29,Noida City Centre,Kashmere Gate,1.98,188.29,89.27,21.0,Single,weekend,3954.0899999999997,1874.6699999999998,2079.42
127758,2022-09-02,Janakpuri West,Kalkaji Mandir,2.91,108.47,112.14,22.0,Single,weekend,2386.34,2467.08,-80.73999999999978
74828,2024-01-18,Rajiv Chowk,AIIMS,8.03,147.59,30.97,27.0,Tourist Card,festival,3984.9300000000003,836.1899999999999,3148.7400000000002
142067,2023-02-26,Mandi House,Inderlok,7.34,103.48,83.54,12.0,Tourist Card,off-peak,1241.76,1002.48,239.27999999999997
118239,2022-09-28,Rajiv Chowk,Rajiv Chowk,4.69,104.35,97.78,27.0,Single,off-peak,2817.45,2640.06,177.38999999999987
90658,2022-02-03,Kashmere Gate,Jasola Vihar,1.33,40.32,67.76,23.0,Tourist Card,peak,927.36,1558.48,-631.12
64232,2023-03-30,Central Secretariat,AIIMS,1.28,55.32,28.36,14.0,Single,festival,774.48,397.03999999999996,377.44000000000005
144541,2022-09-25,Central Secretariat,Kalkaji Mandir,33.1,127.12,114.24,16.0,Smart Card,peak,2033.92,1827.84,206.08000000000015
99294,2023-01-28,  Chandni Chowk  ,Rajiv Chowk,3.7,102.14,69.62,19.0,Single,off-peak,1940.66,1322.7800000000002,617.8799999999999
80283,2024-10-26, Inderlok   ,Rajiv Chowk,6.53,131.28,102.52,17.0,Smart Card,,2231.76,1742.84,488.9200000000003
147677,2023-01-07,Kashmere Gate,Central Secretariat,2.08,185.6,22.05,32.0,Tourist Card,off-peak,5939.2,705.6,5233.599999999999
65236,2022-07-26,Rajiv Chowk,Shivaji Park,10.65,45.34,54.6,25.0,Smart Card,peak,1133.5,1365.0,-231.5
31896,2023-09-12,Rajiv Chowk,Janakpuri West,1.91,133.97,90.46,20.0,Tourist Card,maintenance,2679.4,1809.1999999999998,870.2000000000003
77993,2024-04-16,New Delhi,AIIMS,2.77,63.9,10.19,22.0,Tourist Card,,1405.8,224.17999999999998,1181.62
73894,2024-05-03,New Delhi,Janakpuri West,1.93,14.89,7.83,18.0,Tourist Card,,268.02,140.94,127.07999999999998
90203,2023-10-10,New Delhi,Jasola Vihar,3.63,194.51,51.93,20.0,Single,,3890.2,1038.6,2851.6
81654,2024-09-10,   Laxmi Nagar ,Punjabi Bagh,0.6,106.75,24.41,18.0,Smart Card,weekend,1921.5,439.38,1482.12
89436,2024-11-03, Chandni Chowk  ,Netaji Subhash Place,1.02,143.94,8.43,15.0,Single,maintenance,2159.1,126.44999999999999,2032.6499999999999
126742,2022-12-13,Rajiv Chowk,Netaji Subhash Place,2.37,16.91,94.71,16.0,Smart Card,off-peak,270.56,1515.36,-1244.8
6096,2024-03-23,Chandni Chowk,Rajiv Chowk,0.82,185.86,75.22,14.0,Single,weekend,2602.04,1053.08,1548.96
110242,2022-05-17,Inderlok,Rajouri Garden,12.36,175.0,36.7,21.0,Tourist Card,,3675.0,770.7,2904.3
77183,2024-09-01,Rajiv Chowk,Model Town,1.56,166.7,97.07,15.0,Tourist Card,maintenance,2500.5,1456.05,1044.45
129825,2023-04-28,New Delhi,New Delhi,3.03,25.73,116.64,18.0,Tourist Card,maintenance,463.14,2099.52,-1636.38
65731,2023-12-04,Mandi House,Central Secretariat,1.13,141.95,95.92,27.0,Tourist Card,off-peak,3832.6499999999996,2589.84,1242.8099999999995
49333,2023-04-17,Janakpuri West,Kirti Nagar,10.66,48.15,90.66,22.0,Tourist Card,off-peak,1059.3,1994.52,-935.22
3223,2022-04-02,Kalkaji Mandir,Chandni Chowk,4.72,142.69,63.55,13.0,Smart Card,,1854.97,826.15,1028.8200000000002
90707,2022-01-18,Janakpuri West,Old Delhi,1.92,127.98,35.47,15.0,Single,off-peak,1919.7,532.05,1387.65
57556,2022-10-30,New Delhi,Janakpuri West,3.28,90.36,76.19,16.0,Smart Card,,1445.76,1219.04,226.72000000000003
23018,2023-04-20,Hauz Khas,New Delhi,3.73,70.59,102.39,19.0,Single,festival,1341.21,1945.41,-604.2
29385,2023-08-28,Rajiv Chowk,Kirti Nagar,2.04,61.58,27.92,,Tourist Card,,,,
57061,2024-08-03,Dilshad Garden,Kalkaji Mandir,1.31,104.18,95.54,23.0,Single,peak,2396.1400000000003,2197.42,198.72000000000025
39589,2023-09-02,Kalkaji Mandir,Jasola Vihar,3.09,54.98,106.1,14.0,Tourist Card,weekend,769.7199999999999,1485.3999999999999,-715.68
98822,2023-08-17,Rajiv Chowk,Janakpuri West,24.43,71.16,118.38,14.0,Tourist Card,festival,996.24,1657.32,-661.0799999999999
38759,2023-04-28,New Delhi,Model Town,7.34,141.42,39.3,21.0,Smart Card,,2969.8199999999997,825.3,2144.5199999999995
137636,2023-09-25,Janakpuri West,Jasola Vihar,9.74,161.68,79.17,19.0,Tourist Card,festival,3071.92,1504.23,1567.69
145040,2024-05-18,Jasola Vihar,Barakhamba Road,3.17,100.64,108.87,19.0,Smart Card,maintenance,1912.16,2068.53,-156.37000000000012
51324,2022-10-26,   HAUZ KHAS ,Kalkaji Mandir,1.01,133.07,9.51,28.0,Smart Card,peak,3725.96,266.28,3459.6800000000003
115810,2023-05-10,Rajiv Chowk,Dilshad Garden,5.79,169.08,34.7,18.0,Tourist Card,,3043.44,624.6,2418.84
12388,2023-05-10,Rajiv Chowk,AIIMS,0.98,157.52,50.77,14.0,Tourist Card,,2205.28,710.7800000000001,1494.5
20333,2024-04-18,Dilshad Garden,Punjabi Bagh,8.7,69.81,32.32,19.0,Tourist Card,off-peak,1326.39,614.08,712.3100000000001
115707,2022-06-27,Dilshad Garden,Janakpuri West,4.23,172.1,102.65,21.0,Single,weekend,3614.1,2155.65,1458.4499999999998
118151,2023-01-22,Noida City Centre,Chandni Chowk,7.59,41.3,70.33,26.0,Tourist Card,off-peak,1073.8,1828.58,-754.78
42961,2024-11-26,  Rajiv Chowk  ,Janakpuri West,7.32,91.97,11.62,16.0,Smart Card,weekend,1471.52,185.92,1285.6
73032,2022-05-19,Chandni Chowk,Inderlok,1.56,97.74,78.94,20.0,Tourist Card,peak,1954.8,1578.8,376.0
81821,2023-07-15, Central Secretariat ,Barakhamba Road,3.93,99.64,75.47,20.0,Single,peak,1992.8,1509.4,483.39999999999986
75117,2023-06-05,Inderlok,Barakhamba Road,2.16,114.34,61.95,23.0,Single,,2629.82,1424.8500000000001,1204.97
52002,2024-11-03,Model Town,Punjabi Bagh,0.91,56.31,52.05,24.0,Smart Card,weekend,1351.44,1249.1999999999998,102.24000000000024
122230,2022-09-17,Kashmere Gate,Dilshad Garden,13.36,179.54,89.42,25.0,Smart Card,,4488.5,2235.5,2253.0
77941,2024-04-01,Mandi House,Shivaji Park,2.9,81.0,98.13,24.0,Smart Card,festival,1944.0,2355.12,-411.1199999999999
54601,2022-05-02,Noida City Centre,Central Secretariat,8.41,175.24,15.71,19.0,Tourist Card,maintenance,3329.5600000000004,298.49,3031.0700000000006
120535,2022-02-19,Inderlok,Jasola Vihar,3.68,37.24,19.52,28.0,Smart Card,,1042.72,546.56,496.1600000000001
124026,2023-03-27,  model town ,Pragati Maidan,0.69,151.47,21.85,18.0,Tourist Card,peak,2726.46,393.3,2333.16
25145,2022-01-04,Kalkaji Mandir,Dilshad Garden,2.78,177.68,76.75,23.0,Tourist Card,off-peak,4086.6400000000003,1765.25,2321.3900000000003
18634,2024-02-21,Model Town,Rajiv Chowk,9.8,21.86,118.45,26.0,Tourist Card,off-peak,568.36,3079.7000000000003,-2511.34
804,2023-10-27,Model Town,Rajouri Garden,2.08,111.19,117.76,20.0,Single,off-peak,2223.8,2355.2000000000003,-131.4000000000001
116160,2024-09-07,Rajouri Garden,Old Delhi,5.14,150.46,75.33,29.0,Smart Card,festival,4363.34,2184.57,2178.77
99590,2024-04-12,Laxmi Nagar,Kirti Nagar,5.33,73.9,73.3,16.0,Smart Card,,1182.4,1172.8,9.600000000000136
5331,2022-10-11,Mandi House,Mandi House,9.13,54.68,90.11,19.0,Single,festival,1038.92,1712.09,-673.1699999999998
65482,2022-08-20,  Rajouri Garden   ,New Delhi,1.61,147.64,52.68,20.0,Single,maintenance,2952.7999999999997,1053.6,1899.1999999999998
32811,2022-03-13,   NEW DELHI   ,Old Delhi,7.33,121.75,89.2,17.0,Tourist Card,peak,2069.75,1516.4,553.3499999999999
140869,2022-11-28,Dilshad Garden,Kirti Nagar,3.33,173.84,85.7,21.0,Tourist Card,maintenance,3650.64,1799.7,1850.9399999999998
144083,2022-03-04,Mandi House,AIIMS,3.29,141.43,5.18,24.0,Tourist Card,festival,3394.32,124.32,3270.0
107922,2023-03-02,Inderlok,Mandi House,7.03,49.89,98.22,21.0,Tourist Card,maintenance,1047.69,2062.62,-1014.9299999999998
86746,2022-12-18,   Kalkaji Mandir   ,Rajiv Chowk,7.82,121.38,103.8,22.0,Tourist Card,off-peak,2670.3599999999997,2283.6,386.75999999999976
54707,2023-07-30,Rajiv Chowk,Inderlok,10.43,75.01,88.29,24.0,Smart Card,weekend,1800.2400000000002,2118.96,-318.7199999999998
41494,2024-02-17,Noida City Centre,Pragati Maidan,1.76,61.86,63.01,17.0,Tourist Card,,1051.62,1071.17,-19.550000000000182
29973,2022-10-07,Model Town,Rajiv Chowk,2.32,65.88,7.03,28.0,,weekend,1844.6399999999999,196.84,1647.8
23948,2024-05-08,Dilshad Garden,Kirti Nagar,0.72,61.84,88.53,,Single,,,,
76137,2024-07-11,   Jasola Vihar ,Rajiv Chowk,0.69,138.79,17.19,13.0,Single,maintenance,1804.27,223.47000000000003,1580.8
37683,2024-10-16,Jasola Vihar,New Delhi,4.67,25.26,38.56,28.0,Smart Card,peak,707.2800000000001,1079.68,-372.4
42062,2023-09-25,   Noida City Centre  ,Shivaji Park,7.13,32.53,119.76,21.0,Smart Card,off-peak,683.13,2514.96,-1831.83
80669,2022-12-16,Jasola Vihar,Netaji Subhash Place,1.82,136.21,25.21,21.0,Single,festival,2860.4100000000003,529.41,2331.0000000000005
35276,2022-03-23,  KALKAJI MANDIR  ,Shivaji Park,4.27,23.16,54.28,23.0,Tourist Card,festival,532.68,1248.44,-715.7600000000001
23279,2023-10-10,   AIIMS   ,Kirti Nagar,1.43,27.69,98.76,,Smart Card,peak,,,
123501,2024-09-09,Noida City Centre,Inderlok,8.97,149.89,5.38,15.0,Smart Card,peak,2248.35,80.7,2167.65
98712,2023-12-06,Noida City Centre,Laxmi Nagar,0.54,156.19,84.39,14.0,Single,off-peak,2186.66,1181.46,1005.1999999999998
61475,2023-08-31,   Jasola Vihar   ,Kalkaji Mandir,5.16,70.62,114.75,22.0,Tourist Card,weekend,1553.64,2524.5,-970.8599999999999
131619,2023-01-10,  Rajiv Chowk   ,Kashmere Gate,1.53,152.75,30.45,25.0,Tourist Card,off-peak,3818.75,761.25,3057.5
118032,2022-10-19,Rajiv Chowk,Netaji Subhash Place,4.1,130.61,90.36,25.0,Tourist Card,,3265.2500000000005,2259.0,1006.2500000000005
125503,2023-02-03,   Janakpuri West   ,Kalkaji Mandir,4.14,126.08,81.47,24.0,Tourist Card,,3025.92,1955.28,1070.64
14962,2024-04-21,Noida City Centre,AIIMS,1.53,170.13,97.04,25.0,Tourist Card,peak,4253.25,2426.0,1827.25
55643,2022-01-23,Janakpuri West,New Delhi,11.49,147.62,13.5,9.0,Tourist Card,festival,1328.58,121.5,1207.08
2063,2024-06-02,Noida City Centre,Rajouri Garden,7.97,132.67,82.93,19.0,Tourist Card,maintenance,2520.7299999999996,1575.67,945.0599999999995
75274,2022-04-21,Dilshad Garden,Rajouri Garden,4.59,145.35,112.63,32.0,Tourist Card,maintenance,4651.2,3604.16,1047.04
54407,2023-09-20,Rajiv Chowk,Punjabi Bagh,7.3,55.09,19.46,18.0,Smart Card,,991.6200000000001,350.28000000000003,641.3400000000001
19698,2024-01-23,   Janakpuri West  ,Hauz Khas,5.44,152.37,82.11,25.0,Single,weekend,3809.25,2052.75,1756.5
91084,2024-06-07, INDERLOK ,Janakpuri West,0.94,85.46,75.82,24.0,Tourist Card,off-peak,2051.04,1819.6799999999998,231.36000000000013
18796,2023-09-28,Mandi House,Barakhamba Road,1.39,36.35,116.97,20.0,Smart Card,,727.0,2339.4,-1612.4
99541,2024-12-25,Rajouri Garden,Old Delhi,1.72,49.21,45.83,16.0,Smart Card,maintenance,787.36,733.28,54.08000000000004
2496,2023-06-24,Noida City Centre,Kirti Nagar,3.95,97.39,25.15,16.0,Tourist Card,peak,1558.24,402.4,1155.8400000000001
44648,2022-08-23,Noida City Centre,Kirti Nagar,0.56,153.56,92.92,27.0,Tourist Card,peak,4146.12,2508.84,1637.2799999999997
83627,2024-10-20,Model Town,Barakhamba Road,1.45,170.33,27.85,31.0,Single,,5280.2300000000005,863.35,4416.88
82908,2022-02-11,Rajiv Chowk,Barakhamba Road,3.37,92.37,84.07,17.0,Single,peak,1570.29,1429.1899999999998,141.10000000000014
68438,2024-08-04,Rajouri Garden,Noida City Centre,1.43,68.72,5.66,18.0,Single,festival,1236.96,101.88,1135.08
10899,2022-05-20,Central Secretariat,Model Town,14.02,62.11,92.93,23.0,Tourist Card,,1428.53,2137.3900000000003,-708.8600000000004
24394,2022-04-24,Central Secretariat,Inderlok,7.25,89.38,112.41,20.0,Single,peak,1787.6,2248.2,-460.5999999999999
113992,2024-11-14,Noida City Centre,Dilshad Garden,10.74,110.18,67.59,22.0,Single,maintenance,2423.96,1486.98,936.98
57580,2023-01-24,Hauz Khas,Jasola Vihar,5.71,138.04,36.0,23.0,Smart Card,peak,3174.9199999999996,828.0,2346.9199999999996
31259,2023-01-30,Janakpuri West,New Delhi,5.11,144.27,62.64,16.0,Tourist Card,,2308.32,1002.24,1306.0800000000002
116769,2022-12-26,Laxmi Nagar,Chandni Chowk,10.14,121.7,44.1,23.0,Tourist Card,weekend,2799.1,1014.3000000000001,1784.7999999999997
96935,2022-04-07,Noida City Centre,Kashmere Gate,4.89,136.41,107.37,18.0,Single,weekend,2455.38,1932.66,522.72
136820,2022-10-24,Mandi House,Netaji Subhash Place,9.44,86.51,64.98,17.0,Tourist Card,maintenance,1470.67,1104.66,366.01
105878,2023-02-16,Central Secretariat,Laxmi Nagar,5.49,75.96,10.76,21.0,Smart Card,peak,1595.1599999999999,225.96,1369.1999999999998
41484,2024-11-26,New Delhi,Janakpuri West,12.49,72.25,117.43,18.0,Single,,1300.5,2113.7400000000002,-813.2400000000002
89559,2023-09-12, Rajiv Chowk ,Dilshad Garden,0.63,37.24,82.79,20.0,Tourist Card,,744.8000000000001,1655.8000000000002,-911.0000000000001
28275,2023-12-02,Noida City Centre,Dilshad Garden,8.89,121.14,72.69,23.0,Tourist Card,peak,2786.22,1671.87,1114.35
66947,2022-05-13,Rajouri Garden,Laxmi Nagar,4.91,102.34,7.38,12.0,Smart Card,festival,1228.08,88.56,1139.52
113530,2022-12-03,Noida City Centre,Laxmi Nagar,24.22,31.65,89.15,30.0,Single,off-peak,949.5,2674.5,-1725.0
29354,2023-11-13,Laxmi Nagar,Dilshad Garden,2.0,194.39,14.1,20.0,Tourist Card,,3887.7999999999997,282.0,3605.7999999999997
129659,2023-08-12,Kalkaji Mandir,Punjabi Bagh,5.27,102.16,80.27,21.0,Tourist Card,off-peak,2145.36,1685.6699999999998,459.6900000000003
86578,2023-11-12,Rajiv Chowk,Central Secretariat,5.69,89.11,21.53,19.0,Tourist Card,off-peak,1693.09,409.07000000000005,1284.02
88631,2022-11-19,  model town ,Punjabi Bagh,0.6,43.93,26.85,19.0,Smart Card,,834.67,510.15000000000003,324.5199999999999
66286,2022-08-31,Rajiv Chowk,Punjabi Bagh,4.44,17.04,80.85,15.0,Tourist Card,festival,255.6,1212.75,-957.15
29532,2023-01-18,Rajiv Chowk,Rajiv Chowk,2.96,65.34,73.22,20.0,Single,festival,1306.8000000000002,1464.4,-157.5999999999999
49688,2022-09-29,Rajiv Chowk,Central Secretariat,5.9,102.56,102.68,22.0,Tourist Card,festival,2256.32,2258.96,-2.6399999999998727
57864,2023-09-30,Noida City Centre,Laxmi Nagar,11.74,80.14,24.52,19.0,Tourist Card,peak,1522.66,465.88,1056.7800000000002
3712,2024-02-24,Jasola Vihar,Rajouri Garden,12.96,36.81,57.84,16.0,Tourist Card,maintenance,588.96,925.44,-336.48
95896,2023-09-13,New Delhi,Pragati Maidan,0.53,85.87,114.32,27.0,Smart Card,festival,2318.4900000000002,3086.64,-768.1499999999996
121039,2024-05-03,Hauz Khas,Dilshad Garden,7.75,184.88,31.53,19.0,Tourist Card,off-peak,3512.72,599.07,2913.6499999999996
30634,2023-11-13,Noida City Centre,Shivaji Park,2.81,115.34,18.84,28.0,Tourist Card,,3229.52,527.52,2702.0
49329,2022-02-27,Rajiv Chowk,Punjabi Bagh,1.9,113.21,111.32,31.0,Smart Card,peak,3509.5099999999998,3450.9199999999996,58.590000000000146
138026,2022-08-14,Rajiv Chowk,Barakhamba Road,3.54,34.56,79.62,20.0,Tourist Card,maintenance,691.2,1592.4,-901.2
86631,2023-09-10,New Delhi,Rajiv Chowk,7.63,121.28,63.54,19.0,Smart Card,,2304.32,1207.26,1097.0600000000002
68197,2024-08-25,Hauz Khas,Kashmere Gate,6.84,95.63,14.95,22.0,Tourist Card,festival,2103.8599999999997,328.9,1774.9599999999996
98533,2024-12-22, hauz khas  ,Inderlok,22.15,77.68,45.82,20.0,Tourist Card,off-peak,1553.6000000000001,916.4,637.2000000000002
87977,2024-10-11,Kashmere Gate,Pragati Maidan,3.52,99.35,32.84,17.0,Tourist Card,off-peak,1688.9499999999998,558.2800000000001,1130.6699999999996
135760,2024-12-29, AIIMS ,Laxmi Nagar,12.39,156.41,79.28,14.0,Tourist Card,festival,2189.74,1109.92,1079.8199999999997
110591,2024-12-12,Noida City Centre,Kirti Nagar,16.88,29.06,99.59,28.0,Smart Card,festival,813.68,2788.52,-1974.8400000000001
143509,2023-03-11,Rajiv Chowk,Noida City Centre,2.13,113.73,69.21,20.0,Tourist Card,off-peak,2274.6,1384.1999999999998,890.4000000000001
140882,2023-11-13,Kashmere Gate,New Delhi,8.76,32.73,108.79,16.0,Smart Card,festival,523.68,1740.64,-1216.96
138303,2023-04-22,AIIMS,Central Secretariat,6.51,119.45,87.61,20.0,Tourist Card,festival,2389.0,1752.2,636.8
132911,2023-02-09,Rajiv Chowk,Kashmere Gate,1.98,170.27,65.92,14.0,Tourist Card,off-peak,2383.78,922.88,1460.9
58641,2023-11-03,Rajouri Garden,Hauz Khas,9.15,56.99,73.22,18.0,Single,maintenance,1025.82,1317.96,-292.1400000000001
80492,2023-04-13,Rajiv Chowk,Shivaji Park,3.73,71.01,59.54,17.0,Single,,1207.17,1012.18,194.99000000000012
135951,2023-01-29,Janakpuri West,Jasola Vihar,2.51,16.62,27.35,25.0,Smart Card,peak,415.5,683.75,-268.25
36676,2022-10-27,   New Delhi ,Dilshad Garden,11.72,97.11,117.0,14.0,Smart Card,maintenance,1359.54,1638.0,-278.46000000000004
74670,2022-07-21,Kashmere Gate,AIIMS,8.37,176.63,62.93,24.0,Single,peak,4239.12,1510.32,2728.8
7025,2023-10-24,Kalkaji Mandir,Rajiv Chowk,1.05,184.81,32.02,17.0,Tourist Card,,3141.77,544.34,2597.43
9657,2024-10-31,Rajiv Chowk,Model Town,13.25,10.02,31.31,17.0,Smart Card,,170.34,532.27,-361.92999999999995
117428,2022-10-19,Noida City Centre,Old Delhi,13.29,150.23,36.45,19.0,Tourist Card,festival,2854.37,692.5500000000001,2161.8199999999997
67812,2022-01-06,New Delhi,Rajouri Garden,3.02,136.88,92.51,23.0,Tourist Card,off-peak,3148.24,2127.73,1020.5099999999998
37535,2022-09-05,   Central Secretariat  ,Dilshad Garden,1.02,30.23,37.31,17.0,Tourist Card,peak,513.91,634.27,-120.36000000000001
105035,2023-06-24,Noida City Centre,Punjabi Bagh,4.19,60.72,117.69,26.0,Tourist Card,festival,1578.72,3059.94,-1481.22
99834,2024-07-31,Central Secretariat,New Delhi,1.55,168.83,55.95,21.0,Tourist Card,off-peak,3545.4300000000003,1174.95,2370.4800000000005
135444,2022-08-06,Janakpuri West,Model Town,1.59,55.65,23.45,24.0,Tourist Card,,1335.6,562.8,772.8
21272,2022-07-25,Rajiv Chowk,Kashmere Gate,3.78,11.79,34.68,,Smart Card,off-peak,,,
133127,2022-11-07,AIIMS,Rajiv Chowk,6.6,78.79,105.3,26.0,Smart Card,maintenance,2048.54,2737.7999999999997,-689.2599999999998
46505,2023-04-06, DILSHAD GARDEN  ,Netaji Subhash Place,4.1,15.01,61.75,20.0,Tourist Card,,300.2,1235.0,-934.8
112040,2024-01-27,  Kashmere Gate  ,Noida City Centre,3.17,116.78,57.66,25.0,Tourist Card,weekend,2919.5,1441.5,1478.0
118338,2024-10-10,   rajouri garden ,Laxmi Nagar,3.64,144.97,111.2,16.0,Smart Card,weekend,2319.52,1779.2,540.3199999999999
50958,2023-03-08,Rajiv Chowk,Barakhamba Road,3.58,45.21,32.37,20.0,Tourist Card,weekend,904.2,647.4,256.80000000000007
41409,2023-05-04,Chandni Chowk,Model Town,6.68,167.46,25.87,23.0,Smart Card,off-peak,3851.5800000000004,595.01,3256.5700000000006
99185,2024-11-29,New Delhi,Inderlok,3.77,177.65,28.99,20.0,Tourist Card,peak,3553.0,579.8,2973.2
105625,2024-11-23,Central Secretariat,Jasola Vihar,2.96,14.94,14.79,23.0,Single,,343.62,340.16999999999996,3.4500000000000455
130563,2022-02-03,Rajiv Chowk,Central Secretariat,0.99,127.48,16.35,21.0,Tourist Card,peak,2677.08,343.35,2333.73
38453,2023-12-07,Mandi House,Shivaji Park,4.49,19.87,81.14,15.0,Smart Card,maintenance,298.05,1217.1,-919.05
72799,2024-02-11,AIIMS,Kirti Nagar,2.51,17.71,82.54,22.0,Single,,389.62,1815.88,-1426.2600000000002
83410,2023-07-02, Mandi House ,Central Secretariat,11.22,125.03,15.75,22.0,Single,weekend,2750.66,346.5,2404.16
11831,2023-05-13,Dilshad Garden,New Delhi,9.42,32.18,68.78,18.0,Smart Card,weekend,579.24,1238.04,-658.8
99983,2022-12-16,Inderlok,Chandni Chowk,7.93,175.43,41.49,20.0,Smart Card,,3508.6000000000004,829.8000000000001,2678.8
119878,2023-12-15, aiims ,Noida City Centre,7.08,108.42,91.4,16.0,Tourist Card,,1734.72,1462.4,272.31999999999994
132046,2024-06-26,Noida City Centre,Jasola Vihar,4.39,20.54,27.39,22.0,Tourist Card,maintenance,451.88,602.58,-150.70000000000005
112554,2024-11-01,Rajiv Chowk,Chandni Chowk,1.42,28.94,95.33,18.0,Single,festival,520.9200000000001,1715.94,-1195.02
75844,2024-06-22,Chandni Chowk,Pragati Maidan,4.32,36.64,49.56,13.0,Tourist Card,festival,476.32,644.28,-167.95999999999998
140220,2023-02-01,Noida City Centre,Jasola Vihar,4.78,93.33,100.61,19.0,Tourist Card,peak,1773.27,1911.59,-138.31999999999994
17767,2022-01-23,Rajiv Chowk,Chandni Chowk,4.26,109.93,9.02,16.0,Single,peak,1758.88,144.32,1614.5600000000002
144499,2024-01-11,Mandi House,Hauz Khas,16.91,78.13,88.48,18.0,Smart Card,festival,1406.34,1592.64,-186.30000000000018
99179,2024-04-16,   INDERLOK ,Netaji Subhash Place,12.16,15.76,36.97,20.0,Smart Card,weekend,315.2,739.4,-424.2
112367,2023-01-19,Noida City Centre,Dilshad Garden,6.66,36.47,54.74,27.0,Tourist Card,festival,984.6899999999999,1477.98,-493.2900000000001
116122,2024-11-26,Noida City Centre,Model Town,1.65,195.91,87.07,18.0,Smart Card,maintenance,3526.38,1567.2599999999998,1959.1200000000003
55869,2024-11-28,New Delhi,Old Delhi,2.48,128.52,48.39,24.0,Smart Card,festival,3084.4800000000005,1161.3600000000001,1923.1200000000003
43441,2023-09-17,Central Secretariat,Chandni Chowk,2.79,21.54,55.15,20.0,Tourist Card,off-peak,430.79999999999995,1103.0,-672.2
80277,2022-08-21,Noida City Centre,Kashmere Gate,7.34,146.55,16.67,17.0,Smart Card,maintenance,2491.3500000000004,283.39000000000004,2207.9600000000005
121937,2024-02-29,Mandi House,Kalkaji Mandir,1.73,90.54,49.09,25.0,Single,festival,2263.5,1227.25,1036.25
43467,2024-10-22,Laxmi Nagar,Central Secretariat,6.87,32.49,22.23,23.0,Tourist Card,weekend,747.2700000000001,511.29,235.98000000000008
92015,2022-09-05,Noida City Centre,Jasola Vihar,4.31,188.3,93.87,25.0,Tourist Card,festival,4707.5,2346.75,2360.75
98023,2023-09-23,Noida City Centre,Laxmi Nagar,13.91,39.89,94.64,18.0,Smart Card,peak,718.02,1703.52,-985.5
88365,2024-02-22,Mandi House,Rajouri Garden,2.34,66.38,37.36,21.0,Smart Card,off-peak,1393.98,784.56,609.4200000000001
82415,2023-04-15,   Kashmere Gate   ,Noida City Centre,7.33,76.41,32.86,18.0,Single,off-peak,1375.3799999999999,591.48,783.8999999999999
68889,2022-06-07,Model Town,Pragati Maidan,1.23,182.08,109.96,20.0,Tourist Card,weekend,3641.6000000000004,2199.2,1442.4000000000005
142503,2023-06-16,   JASOLA VIHAR ,Kashmere Gate,3.71,50.42,48.42,15.0,Smart Card,maintenance,756.3000000000001,726.3000000000001,30.0
74309,2022-07-05,Central Secretariat,Chandni Chowk,2.71,70.61,5.42,13.0,Single,festival,917.93,70.46,847.4699999999999
71010,2023-07-04,  central secretariat  ,Mandi House,2.68,179.08,9.69,21.0,Tourist Card,maintenance,3760.6800000000003,203.48999999999998,3557.1900000000005
3058,2022-03-26,Noida City Centre,Inderlok,0.66,127.79,107.86,21.0,,festival,2683.59,2265.06,418.5300000000002
124027,2022-11-11,Janakpuri West,New Delhi,3.68,47.15,7.03,24.0,Tourist Card,off-peak,1131.6,168.72,962.8799999999999
53309,2023-08-21, Laxmi Nagar   ,Mandi House,2.62,167.09,10.64,21.0,Single,festival,3508.89,223.44,3285.45
99297,2022-09-13,Noida City Centre,Laxmi Nagar,12.99,159.66,41.67,26.0,Tourist Card,off-peak,4151.16,1083.42,3067.74
30283,2022-12-08,Chandni Chowk,Janakpuri West,2.43,30.54,51.95,16.0,Single,weekend,488.64,831.2,-342.56000000000006
32050,2023-07-14,Jasola Vihar,Pragati Maidan,0.95,49.63,17.33,23.0,Smart Card,peak,1141.49,398.59,742.9000000000001
37779,2024-04-13,  AIIMS ,Kashmere Gate,3.65,138.73,100.09,27.0,Smart Card,off-peak,3745.7099999999996,2702.4300000000003,1043.2799999999993
42434,2022-11-26,Mandi House,Model Town,1.89,30.9,67.13,15.0,Single,weekend,463.5,1006.9499999999999,-543.4499999999999
53732,2024-06-01,Noida City Centre,Barakhamba Road,1.96,46.24,92.64,18.0,,maintenance,832.32,1667.52,-835.1999999999999
79013,2023-10-06,New Delhi,Central Secretariat,5.5,100.7,94.28,16.0,Single,maintenance,1611.2,1508.48,102.72000000000003
